age,app_guide_consent_to_email_and_sms,app_month,app_year,completion_time_mins,county_name,household_size,documents_count,earned_income_entry_method,email_consent,income_in_last_30_days,interview_preference,job_income,member_over59,member_under18,member_under5,member_under6,members_language,non_job_income,rent_or_mortgage,sms_consent,source,stable_housing,status
30,FALSE,September,2017,6.256030353,San Francisco,3,0,,FALSE,3000,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,4000,FALSE,g2,TRUE,approved
20,FALSE,September,2017,5.0449851,San Diego,2,5,,FALSE,2200,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,2016,TRUE,g2,TRUE,other
37,FALSE,September,2017,5.282708836,San Diego,2,0,,TRUE,4500,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1500,FALSE,,TRUE,denied
34,FALSE,September,2017,6.3744017,San Francisco,1,1,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,2500,TRUE,g2,FALSE,denied
53,FALSE,September,2017,13.07765773,San Diego,1,0,,TRUE,1742,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,410,FALSE,,TRUE,approved
28,FALSE,September,2017,9.633116798,San Diego,3,1,,TRUE,1666,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,0,FALSE,bing,TRUE,denied
25,FALSE,September,2017,11.56036686,San Francisco,1,0,,FALSE,1200,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,850,TRUE,g2,TRUE,denied
52,FALSE,September,2017,5.37200925,San Diego,1,1,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,3400,FALSE,,TRUE,denied
27,FALSE,September,2017,17.09352721,San Diego,4,0,,FALSE,2000,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1000,TRUE,sdtext,FALSE,denied
28,FALSE,September,2017,11.17440543,San Francisco,1,0,,FALSE,1284,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,500,TRUE,,TRUE,denied
35,TRUE,September,2017,5.479507784,San Diego,2,0,,TRUE,1425,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1300,TRUE,g2,FALSE,other
23,FALSE,September,2017,4.317220398,San Diego,1,0,,TRUE,1900,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,600,FALSE,g2,TRUE,denied
30,FALSE,September,2017,15.8277485,San Diego,3,0,,FALSE,3496,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1860,TRUE,,TRUE,denied
51,FALSE,September,2017,6.670480518,San Diego,2,0,,FALSE,500,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1200,TRUE,,TRUE,approved
54,FALSE,September,2017,7.19000535,San Diego,1,0,,TRUE,394,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,800,FALSE,g2,TRUE,denied
27,FALSE,September,2017,5.297779731,San Francisco,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1279,TRUE,g2,TRUE,approved
52,FALSE,September,2017,7.492246866,San Diego,1,0,,FALSE,376,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1160,TRUE,sandiegoweb,TRUE,denied
22,FALSE,September,2017,8.154786249,San Diego,1,0,,TRUE,900,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,400,FALSE,g2,TRUE,approved
22,FALSE,September,2017,7.033300567,San Diego,1,5,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,,TRUE,denied
40,FALSE,September,2017,8.215909568,San Diego,1,2,,FALSE,400,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,600,TRUE,g2,TRUE,approved
44,FALSE,September,2017,49.61117481,San Diego,1,0,,FALSE,175,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,bing,FALSE,denied
28,FALSE,September,2017,2.795440066,San Diego,1,2,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,approved
36,FALSE,September,2017,20.31552498,San Diego,2,0,,FALSE,850,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,750,TRUE,g2,TRUE,denied
21,FALSE,September,2017,3.604085998,San Diego,1,1,,TRUE,400,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,sandiegoweb,TRUE,denied
34,FALSE,September,2017,6.793323767,San Diego,7,0,,FALSE,3600,Telephone,,FALSE,TRUE,FALSE,TRUE,English,,0,TRUE,,TRUE,approved
65,FALSE,September,2017,6.277178168,San Diego,1,0,,TRUE,1413,In-person,,TRUE,FALSE,FALSE,FALSE,English,,750,FALSE,g2,TRUE,approved
20,FALSE,September,2017,7.389024433,San Francisco,2,0,,FALSE,300,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,600,TRUE,g2,FALSE,denied
46,FALSE,September,2017,11.25402392,San Diego,2,0,,FALSE,1300,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1250,TRUE,,TRUE,approved
60,FALSE,September,2017,4.447423836,San Diego,1,3,,FALSE,800,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,800,TRUE,g2,TRUE,approved
18,FALSE,September,2017,11.22961603,San Francisco,3,0,,FALSE,2450,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,777,TRUE,g2,TRUE,denied
34,FALSE,September,2017,3.936808081,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1000,FALSE,sandiegoweb,TRUE,approved
32,TRUE,September,2017,12.28163533,San Diego,3,0,,TRUE,1000,In-person,,TRUE,FALSE,FALSE,FALSE,English,,500,TRUE,g2,TRUE,approved
58,FALSE,September,2017,7.715417719,San Diego,1,0,,TRUE,0,In-person,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,other
22,FALSE,September,2017,5.626002765,San Diego,1,1,,FALSE,1485,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,200,TRUE,g2,TRUE,approved
43,FALSE,September,2017,4.883077931,San Diego,2,0,,TRUE,1000,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1600,FALSE,,FALSE,denied
31,FALSE,September,2017,5.788308831,San Diego,1,3,,TRUE,671,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,TRUE,approved
57,FALSE,September,2017,7.947483281,San Diego,2,0,,TRUE,1500,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1732,FALSE,g2,TRUE,denied
26,TRUE,September,2017,11.73213317,San Diego,2,0,,TRUE,0,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1000,TRUE,g2,TRUE,approved
32,TRUE,September,2017,7.317924599,San Diego,4,0,,TRUE,2400,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1200,TRUE,g2,TRUE,approved
35,FALSE,September,2017,13.51807487,San Diego,2,3,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,approved
25,FALSE,September,2017,3.227442467,San Diego,3,0,,TRUE,3000,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1100,FALSE,sandiegoweb,TRUE,denied
33,FALSE,September,2017,9.652392769,San Diego,3,0,,FALSE,1200,Telephone,,FALSE,TRUE,FALSE,TRUE,English,,600,TRUE,,TRUE,denied
25,FALSE,September,2017,5.252327283,San Diego,2,5,,TRUE,0,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,0,FALSE,g2,TRUE,approved
35,FALSE,September,2017,4.724828414,San Diego,3,0,,FALSE,0,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,800,TRUE,,TRUE,denied
60,FALSE,September,2017,16.06863918,San Diego,1,0,,TRUE,1200,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,1500,FALSE,bing,FALSE,approved
54,TRUE,September,2017,6.761462867,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,approved
28,FALSE,September,2017,12.11469377,San Diego,2,2,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,2000,FALSE,g2,TRUE,denied
46,FALSE,September,2017,9.719422213,San Diego,2,0,,TRUE,0,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,750,FALSE,g2,FALSE,approved
46,FALSE,September,2017,70.38316322,San Diego,1,0,,FALSE,200,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,,FALSE,denied
27,FALSE,September,2017,13.5767543,San Diego,3,0,,TRUE,1500,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1525,FALSE,g2,TRUE,other
22,TRUE,September,2017,11.49607033,San Diego,3,0,,TRUE,4600,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1025,TRUE,,TRUE,denied
31,FALSE,September,2017,6.287034416,San Diego,4,0,,FALSE,1500,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1500,TRUE,,FALSE,approved
20,TRUE,September,2017,12.96230247,San Diego,2,0,,TRUE,800,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,700,TRUE,g2,TRUE,denied
41,FALSE,September,2017,7.130111365,San Diego,6,0,,TRUE,2200,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,2000,FALSE,fb3,TRUE,denied
20,TRUE,September,2017,7.056222796,San Diego,3,0,,TRUE,489,In-person,,FALSE,TRUE,TRUE,TRUE,English,,650,TRUE,g2es,TRUE,denied
39,FALSE,September,2017,6.769308019,San Diego,1,0,,TRUE,2000,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,100,FALSE,g2,TRUE,approved
51,TRUE,September,2017,14.27845647,San Diego,1,0,,TRUE,2,In-person,,FALSE,FALSE,FALSE,FALSE,Spanish,,217,TRUE,fb2,TRUE,denied
77,FALSE,September,2017,11.81278335,San Diego,1,0,,TRUE,1022,In-person,,TRUE,FALSE,FALSE,FALSE,English,,147,FALSE,bing,TRUE,denied
61,FALSE,September,2017,18.3467724,San Diego,2,0,,FALSE,1446,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,600,TRUE,bing,TRUE,denied
71,TRUE,September,2017,11.59404149,San Diego,1,0,,TRUE,1198,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,329,TRUE,g2,TRUE,approved
28,FALSE,September,2017,14.9137856,San Francisco,4,0,,TRUE,0,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1152,FALSE,,TRUE,denied
22,FALSE,September,2017,19.23406492,San Diego,2,1,,FALSE,1900,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1545,TRUE,bing,FALSE,denied
50,FALSE,September,2017,9.031849333,San Francisco,1,0,,FALSE,600,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,600,TRUE,g2,FALSE,denied
37,FALSE,September,2017,5.778231768,San Diego,4,0,,TRUE,3500,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1600,FALSE,portal,TRUE,denied
68,FALSE,September,2017,13.27428007,San Diego,1,2,,TRUE,1574,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,TRUE,approved
27,FALSE,September,2017,8.811153682,San Diego,1,3,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,450,FALSE,g2,TRUE,denied
56,FALSE,September,2017,8.690268318,San Diego,1,2,,TRUE,600,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,550,FALSE,g2,TRUE,approved
27,TRUE,September,2017,15.99112048,San Diego,1,0,,TRUE,1700,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,700,TRUE,portal,TRUE,denied
41,FALSE,September,2017,7.479659569,San Diego,1,0,,FALSE,1000,Telephone,,FALSE,FALSE,FALSE,FALSE,Spanish,,800,TRUE,fb3,TRUE,denied
49,FALSE,September,2017,7.594867516,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,,TRUE,approved
30,TRUE,September,2017,11.04744127,San Diego,1,1,,TRUE,50,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,sandiegoweb,FALSE,denied
41,FALSE,September,2017,5.539012933,San Diego,1,0,,TRUE,17,In-person,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,,FALSE,denied
23,FALSE,September,2017,4.958251087,San Diego,2,0,,TRUE,2500,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1475,FALSE,g2,TRUE,other
27,FALSE,September,2017,13.50006487,San Diego,2,0,,FALSE,200,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,500,TRUE,bing,TRUE,approved
26,FALSE,September,2017,7.598158967,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,850,TRUE,g2,FALSE,denied
39,FALSE,September,2017,4.56173348,San Francisco,1,0,,TRUE,464,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1500,FALSE,g2,TRUE,approved
25,TRUE,September,2017,14.38507032,San Diego,2,0,,TRUE,2000,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1700,TRUE,g2,TRUE,denied
31,TRUE,September,2017,12.8996519,San Diego,5,6,,TRUE,3934,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1713,TRUE,g2,TRUE,denied
20,FALSE,September,2017,5.678953536,San Diego,1,0,,TRUE,1320,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1195,FALSE,portal,TRUE,denied
62,TRUE,September,2017,10.14773097,San Diego,1,0,,TRUE,900,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,400,TRUE,g2,FALSE,denied
35,FALSE,September,2017,15.03642437,San Diego,3,0,,FALSE,6000,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,3000,TRUE,bing,FALSE,approved
32,FALSE,September,2017,5.369880299,San Diego,1,0,,FALSE,50,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,denied
41,FALSE,September,2017,12.174869,San Diego,2,0,,TRUE,1600,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1200,FALSE,g2,TRUE,denied
24,TRUE,September,2017,4.959102531,San Diego,1,1,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,approved
25,TRUE,September,2017,9.360645413,San Diego,3,12,,TRUE,0,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1095,TRUE,bing,TRUE,denied
23,FALSE,September,2017,5.38682485,San Diego,2,0,,FALSE,2100,In-person,,FALSE,TRUE,TRUE,TRUE,English,,1700,TRUE,g2,TRUE,denied
29,FALSE,September,2017,3.33951567,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,approved
25,TRUE,September,2017,6.644431869,San Diego,2,0,,TRUE,2500,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,800,TRUE,g2,TRUE,denied
42,FALSE,September,2017,10.8513675,San Diego,2,2,,FALSE,0,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,0,TRUE,,TRUE,approved
45,FALSE,September,2017,23.38711358,San Diego,5,0,,FALSE,264,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1375,TRUE,g2,TRUE,denied
51,FALSE,September,2017,26.31846512,San Diego,6,0,,TRUE,4478,Telephone,,TRUE,TRUE,TRUE,TRUE,English,,1850,FALSE,g2,FALSE,denied
49,FALSE,September,2017,11.64281532,San Diego,2,0,,TRUE,1188,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1350,FALSE,g2,TRUE,approved
33,FALSE,September,2017,4.720109816,San Francisco,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,approved
49,FALSE,September,2017,6.891713115,San Diego,2,2,,TRUE,1980,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,other
30,FALSE,September,2017,5.909546367,San Diego,3,0,,TRUE,1985,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1640,FALSE,,TRUE,approved
34,FALSE,September,2017,6.856272201,San Francisco,1,2,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1368,FALSE,g2,TRUE,approved
42,FALSE,September,2017,4.778999285,San Diego,4,0,,TRUE,3400,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1750,FALSE,fb2,TRUE,denied
46,FALSE,September,2017,9.926861231,San Diego,2,2,,FALSE,900,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,700,TRUE,g2,TRUE,denied
31,FALSE,September,2017,5.466523882,San Francisco,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,denied
31,FALSE,September,2017,8.505235982,San Diego,2,0,,FALSE,1600,Telephone,,FALSE,TRUE,TRUE,TRUE,Spanish,,150,TRUE,g2,FALSE,denied
45,TRUE,September,2017,8.285644249,San Francisco,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,3200,TRUE,g2,TRUE,denied
54,FALSE,September,2017,142.681099,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,denied
42,TRUE,September,2017,12.27247958,San Diego,3,2,,TRUE,906,In-person,,TRUE,FALSE,FALSE,FALSE,English,,550,TRUE,g2,FALSE,denied
63,FALSE,September,2017,6.408301119,San Diego,2,0,,FALSE,3500,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,995,TRUE,g2,TRUE,denied
35,FALSE,September,2017,6.740199085,San Diego,5,0,,FALSE,4000,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,2500,TRUE,g2,FALSE,denied
52,FALSE,September,2017,7.356370902,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,,FALSE,approved
18,FALSE,September,2017,10.85075447,San Diego,1,0,,TRUE,0,In-person,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,denied
77,FALSE,September,2017,9.61174163,San Diego,1,0,,TRUE,1256,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,400,FALSE,,TRUE,other
33,FALSE,September,2017,7.13908217,San Diego,3,6,,TRUE,2400,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1170,FALSE,g2,TRUE,denied
29,FALSE,September,2017,15.42284243,San Diego,5,0,,FALSE,2000,Telephone,,FALSE,TRUE,FALSE,FALSE,Spanish,,1228,TRUE,fb2,TRUE,denied
42,FALSE,September,2017,6.594777616,San Diego,1,1,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,bing,FALSE,approved
57,FALSE,September,2017,10.97509629,San Diego,2,0,,FALSE,1650,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,700,TRUE,,TRUE,denied
56,FALSE,September,2017,10.0966265,San Diego,2,0,,FALSE,1200,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,500,TRUE,g2,TRUE,approved
27,FALSE,September,2017,9.080177764,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,550,TRUE,,FALSE,approved
63,TRUE,September,2017,15.93142227,San Diego,2,0,,TRUE,1200,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,830,TRUE,g2,TRUE,approved
0,FALSE,September,2017,11.15977829,San Diego,3,0,,TRUE,1722,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1350,FALSE,,TRUE,approved
42,TRUE,September,2017,63.18381412,San Francisco,5,5,,TRUE,2400,Telephone,,FALSE,TRUE,FALSE,TRUE,English,,1895,TRUE,bing,TRUE,denied
25,TRUE,September,2017,21.13145965,San Diego,3,0,,TRUE,1200,Telephone,,FALSE,TRUE,FALSE,TRUE,English,,800,TRUE,,TRUE,denied
21,FALSE,September,2017,4.778020235,San Diego,1,0,,TRUE,1700,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1600,FALSE,g2,FALSE,denied
79,FALSE,September,2017,19.66268367,San Diego,1,0,,TRUE,1608,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,925,FALSE,g2,TRUE,denied
44,FALSE,September,2017,7.045803432,San Diego,1,0,,FALSE,1000,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1000,TRUE,g2,FALSE,denied
33,FALSE,September,2017,4.552542635,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,440,TRUE,g2,TRUE,denied
21,FALSE,September,2017,6.901329299,San Diego,2,0,,TRUE,400,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,portal,FALSE,denied
67,TRUE,September,2017,21.20313267,San Diego,2,0,,TRUE,1740,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,5005,TRUE,g2,FALSE,denied
78,FALSE,September,2017,5.650935551,San Francisco,2,3,,TRUE,1250,Telephone,,TRUE,TRUE,FALSE,FALSE,English,,500,FALSE,g2,TRUE,approved
56,TRUE,September,2017,18.00826908,San Diego,3,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1175,TRUE,g2,FALSE,denied
20,FALSE,September,2017,4.854941968,San Diego,1,0,,TRUE,150,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,650,FALSE,sandiegoweb,FALSE,approved
50,FALSE,September,2017,77.03926249,San Diego,1,0,,TRUE,2528,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1020,FALSE,bing,TRUE,other
52,FALSE,September,2017,9.207677249,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,denied
51,TRUE,September,2017,10.59009102,San Diego,1,0,,TRUE,840,In-person,,FALSE,FALSE,FALSE,FALSE,English,,800,TRUE,g2,FALSE,approved
36,TRUE,September,2017,10.63336933,San Diego,2,0,,TRUE,1220,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,300,TRUE,,FALSE,approved
35,FALSE,September,2017,6.0409935,San Diego,1,0,,TRUE,900,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,700,FALSE,bing,TRUE,denied
42,TRUE,September,2017,3.695988035,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1850,TRUE,g2,TRUE,denied
37,FALSE,September,2017,4.228469284,San Diego,1,1,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,,FALSE,approved
24,FALSE,September,2017,30.7299462,San Diego,1,2,,FALSE,600,In-person,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,FALSE,denied
51,FALSE,September,2017,10.94969485,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,1500,TRUE,g2,TRUE,denied
32,FALSE,September,2017,4.448765703,San Diego,3,0,,TRUE,3000,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,1455,FALSE,,TRUE,denied
66,FALSE,September,2017,3.530968515,San Diego,1,0,,FALSE,600,Telephone,,TRUE,FALSE,FALSE,FALSE,English,,400,TRUE,,TRUE,denied
35,TRUE,September,2017,9.188149099,San Diego,3,0,,TRUE,1800,Telephone,,FALSE,TRUE,FALSE,TRUE,English,,200,TRUE,g2,TRUE,approved
31,FALSE,September,2017,11.70254805,San Diego,6,0,,FALSE,1200,Telephone,,FALSE,TRUE,TRUE,TRUE,English,,0,TRUE,g2,FALSE,denied
22,FALSE,September,2017,3.289922635,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,,FALSE,approved
29,FALSE,September,2017,3.053721249,San Francisco,1,1,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,g2,TRUE,approved
59,FALSE,September,2017,13.08394165,San Diego,3,0,,FALSE,1400,Telephone,,FALSE,FALSE,FALSE,FALSE,Spanish,,1495,TRUE,g2,TRUE,approved
27,TRUE,September,2017,9.067557351,San Diego,3,7,,TRUE,,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1625,TRUE,,TRUE,denied
36,TRUE,September,2017,6.423092167,San Diego,4,0,,TRUE,1020,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,600,TRUE,fb2,TRUE,denied
19,FALSE,September,2017,5.140409768,San Diego,1,0,,TRUE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,FALSE,g2,FALSE,other
20,FALSE,September,2017,4.182363117,San Diego,1,0,,FALSE,0,Telephone,,FALSE,FALSE,FALSE,FALSE,English,,0,TRUE,,FALSE,denied
37,TRUE,September,2017,7.221548716,San Diego,3,0,,TRUE,0,Telephone,,FALSE,TRUE,FALSE,FALSE,English,,1895,TRUE,fb2,TRUE,denied
